,gts,preds
2018,礼,礼
2019,勿,勿
2020,g,g
2021,毛,毛
2022,冬,冬
2023,九,九
2024,o,o
2025,j,j
2026,s,s
2027,厅,厅
2028,功,功
2029,1,1
2030,a,a
2031,l,l
2032,a,a
2033,v,v
2034,去,去
2035,仅,仅
2036,k,k
2037,他,他
2038,务,务
2039,s,s
2040,仅,仅
2041,口,口
2042,2,2
2043,处,处
2044,长,长
2045,允,允
2046,以,以
2047,令,令
2048,1,1
2049,生,生
2050,5,5
2051,兄,兄
2052,己,己
2053,轧,轧
2054,o,o
2055,n,n
2056,k,k
2057,1,1
2058,h,h
2059,户,户
2060,末,末
2061,u,u
2062,功,功
2063,尺,斥
2064,毛,毛
2065,功,功
2066,元,元
2067,讨,讨
2068,a,a
2069,凤,凤
2070,0,0
2071,卡,卡
2072,o,o
2073,劝,劝
2074,只,只
2075,a,a
2076,r,r
2077,火,火
2078,z,z
2079,失,失
2080,少,少
2081,少,少
2082,讨,讨
2083,t,t
2084,y,y
2085,y,y
2086,1,1
2087,讨,讨
2088,门,门
2089,a,a
2090,允,允
2091,乌,乌
2092,飞,飞
2093,互,互
2094,8,8
2095,5,5
2096,f,f
2097,w,w
2098,另,另
2099,x,x
2100,w,w
2101,代,代
2102,x,x
2103,v,v
2104,左,左
2105,市,市
2106,白,白
2107,4,4
2108,t,t
2109,k,k
2110,帅,帅
2111,斥,斥
2112,b,b
2113,n,n
2114,厉,厉
2115,仓,仓
2116,b,b
2117,y,y
2118,0,0
2119,屯,屯
2120,z,z
2121,8,8
2122,且,且
2123,玉,玉
2124,弓,弓
2125,m,m
2126,千,千
2127,q,q
2128,1,1
2129,可,可
2130,丛,丛
2131,弓,弓
2132,广,广
2133,b,b
2134,仅,仅
2135,个,个
2136,7,7
2137,v,v
2138,付,付
2139,n,n
2140,g,g
2141,号,号
2142,f,f
2143,失,失
2144,外,外
2145,l,l
2146,r,r
2147,u,u
2148,田,田
2149,u,u
2150,月,月
2151,汁,汁
2152,斗,斗
2153,目,目
2154,七,七
2155,反,反
2156,幻,幻
2157,e,e
2158,n,n
2159,市,市
2160,电,电
2161,瓦,瓦
2162,j,j
2163,外,外
2164,飞,飞
2165,1,1
2166,专,专
2167,5,5
2168,e,e
2169,c,c
2170,云,云
2171,写,写
2172,丑,丑
2173,t,t
2174,又,又
2175,白,白
2176,6,6
2177,b,b
2178,夫,夫
2179,扒,扒
2180,8,8
2181,刊,刊
2182,4,4
2183,下,下
2184,瓜,瓜
2185,扑,扑
2186,h,h
2187,7,7
2188,已,已
2189,k,k
2190,尺,尺
2191,示,示
2192,文,文
2193,由,由
2194,水,水
2195,f,f
2196,x,x
2197,k,k
2198,六,六
2199,冈,冈
2200,汉,汉
2201,龙,龙
2202,v,v
2203,习,习
2204,r,r
2205,w,w
2206,丹,丹
2207,a,a
2208,r,r
2209,计,计
2210,丸,丸
2211,且,且
2212,互,互
2213,门,门
2214,公,公
2215,氏,氏
2216,s,s
2217,今,今
2218,8,8
2219,h,h
2220,r,r
2221,c,c
2222,n,n
2223,9,9
2224,刊,刊
2225,r,r
2226,小,小
2227,丙,丙
2228,i,i
2229,g,g
2230,厉,厉
2231,w,w
2232,穴,穴
2233,巾,巾
2234,s,s
2235,c,c
2236,o,o
2237,匀,匀
2238,办,办
2239,u,u
2240,力,力
2241,1,1
2242,q,q
2243,2,2
2244,b,b
2245,牙,牙
2246,犬,犬
2247,尸,尸
2248,匀,匀
2249,q,q
2250,仍,仍
2251,卡,卡
2252,q,q
2253,口,口
2254,w,w
2255,k,k
2256,牛,牛
2257,t,卜
2258,甩,甩
2259,少,少
2260,6,6
2261,汇,汇
2262,7,7
2263,大,大
2264,i,i
2265,l,l
2266,寸,寸
2267,s,s
2268,叉,叉
2269,f,f
2270,无,无
2271,比,比
2272,g,g
2273,市,市
2274,u,u
2275,4,4
2276,v,v
2277,车,车
2278,x,x
2279,丰,丰
2280,兄,兄
2281,兄,兄
2282,k,k
2283,丹,丹
2284,日,日
2285,6,6
2286,仍,仍
2287,乞,乞
2288,水,水
2289,4,4
2290,甩,甩
2291,讨,讨
2292,6,6
2293,w,w
2294,仅,仅
2295,j,j
2296,i,i
2297,叮,叮
2298,父,父
2299,玉,玉
2300,f,f
2301,汇,汇
2302,j,j
2303,可,可
2304,7,7
2305,m,m
2306,允,允
2307,务,务
2308,3,3
2309,亏,亏
2310,l,l
2311,k,k
2312,x,x
2313,x,x
2314,乏,乏
2315,w,w
2316,巾,巾
2317,它,它
2318,氏,氏
2319,刀,刀
2320,平,平
2321,儿,儿
2322,分,分
2323,f,f
2324,m,m
2325,e,e
2326,l,l
2327,q,q
2328,3,3
2329,左,左
2330,册,册
2331,亡,亡
2332,鸟,鸟
2333,三,三
2334,句,句
2335,三,三
2336,王,王
2337,上,上
2338,i,i
2339,瓜,瓜
2340,y,y
2341,才,才
2342,土,土
2343,g,g
2344,义,义
2345,见,见
2346,z,z
2347,2,2
2348,i,i
2349,d,d
2350,功,功
2351,乡,乡
2352,z,z
2353,m,m
2354,介,介
2355,叶,叶
2356,u,u
2357,父,父
2358,o,o
2359,7,7
2360,才,才
2361,升,升
2362,4,4
2363,k,k
2364,订,订
2365,旦,旦
2366,q,q
2367,c,c
2368,0,0
2369,付,付
2370,气,气
2371,宁,宁
2372,与,与
2373,1,1
2374,p,p
2375,w,w
2376,牛,牛
2377,h,h
2378,3,3
2379,u,u
2380,s,s
2381,丈,丈
2382,刃,刃
2383,j,j
2384,毛,毛
2385,t,t
2386,y,y
2387,9,9
2388,o,o
2389,夕,夕
2390,可,可
2391,v,v
2392,二,二
2393,5,5
2394,龙,龙
2395,n,n
2396,计,计
2397,火,火
2398,6,6
2399,双,双
2400,b,b
2401,卡,卡
2402,e,e
2403,c,c
2404,5,5
2405,丹,丹
2406,也,也
2407,包,包
2408,仆,仆
2409,k,k
2410,夫,夫
2411,旧,旧
2412,川,川
2413,打,打
2414,卜,卜
2415,尺,尺
2416,2,2
2417,平,平
2418,m,m
2419,又,又
2420,夫,夫
2421,5,5
2422,化,化
2423,厂,厂
2424,i,i
2425,半,半
2426,左,左
2427,毛,毛
2428,方,方
2429,儿,儿
2430,g,g
2431,p,p
2432,2,2
2433,8,8
2434,凶,凶
2435,x,x
2436,q,q
2437,入,入
2438,升,升
2439,乌,乌
2440,写,写
2441,4,4
2442,正,正
2443,f,f
2444,本,本
2445,c,c
2446,与,与
2447,仇,仇
2448,f,f
2449,d,d
2450,r,r
2451,为,为
2452,e,e
2453,j,j
2454,l,l
2455,4,4
2456,仇,仇
2457,i,i
2458,示,示
2459,户,户
2460,v,v
2461,乎,乎
2462,屯,屯
2463,刃,刃
2464,头,头
2465,g,g
2466,丸,丸
2467,z,z
2468,龙,龙
2469,乃,乃
2470,古,古
2471,7,7
2472,匆,匆
2473,叼,叼
2474,9,9
2475,欠,欠
2476,号,号
2477,f,f
2478,友,友
2479,j,j
2480,k,k
2481,友,友
2482,乞,乞
2483,u,u
2484,m,m
2485,勿,勿
2486,们,们
2487,u,u
2488,弓,弓
2489,气,气
2490,f,f
2491,叹,叹
2492,m,m
2493,i,i
2494,m,m
2495,叮,叮
2496,帅,帅
2497,n,n
2498,2,2
2499,互,互
2500,丸,丸
2501,刃,刃
2502,7,7
2503,9,9
2504,5,5
2505,9,9
2506,1,1
2507,甲,甲
2508,尤,尤
2509,3,3
2510,o,o
2511,止,止
2512,亿,亿
2513,z,z
2514,们,们
2515,冈,冈
2516,g,g
2517,x,x
2518,认,认
2519,穴,穴
2520,仙,仙
2521,太,太
2522,s,s
2523,王,王
2524,户,户
2525,l,l
2526,左,左
2527,m,m
2528,6,6
2529,c,c
2530,4,4
2531,寸,寸
2532,8,8
2533,们,们
2534,9,9
2535,见,见
2536,人,人
2537,m,m
2538,k,k
2539,小,小
2540,幻,幻
2541,历,历
2542,瓦,瓦
2543,幻,幻
2544,l,l
2545,士,士
2546,o,o
2547,w,w
2548,f,f
2549,v,v
2550,末,末
2551,s,s
2552,丘,丘
2553,q,q
2554,尺,尺
2555,月,月
2556,j,j
2557,古,古
2558,可,可
2559,l,l
2560,刊,刊
2561,已,已
2562,少,少
2563,叫,叫
2564,6,6
2565,门,门
2566,9,9
2567,不,不
2568,2,2
2569,w,w
2570,乐,乐
2571,仇,仇
2572,3,3
2573,s,s
2574,n,n
2575,穴,穴
2576,巴,巴
2577,丹,丹
2578,用,用
2579,计,计
2580,i,i
2581,甲,甲
2582,订,订
2583,厅,厅
2584,9,9
2585,a,a
2586,b,b
2587,丛,丛
2588,仗,仗
2589,f,f
2590,木,木
2591,八,八
2592,氏,氏
2593,n,n
2594,3,3
2595,刀,刀
2596,失,失
2597,与,与
2598,8,8
2599,n,n
2600,让,让
2601,厉,厉
2602,k,k
2603,凤,凤
2604,q,q
2605,少,少
2606,b,b
2607,电,电
2608,o,o
2609,反,反
2610,g,g
2611,支,支
2612,乏,乏
2613,叼,叼
2614,王,王
2615,十,十
2616,叶,叶
2617,区,区
2618,丰,丰
2619,一,一
2620,左,左
2621,7,7
2622,允,允
2623,讨,讨
2624,2,2
2625,文,文
2626,互,互
2627,无,无
2628,业,业
2629,o,o
2630,水,水
2631,正,正
2632,瓜,瓜
2633,平,平
2634,他,他
2635,z,z
2636,正,正
2637,b,b
2638,2,2
2639,r,r
2640,z,z
2641,h,h
2642,东,东
2643,k,k
2644,厂,厂
2645,n,n
2646,匹,匹
2647,d,d
2648,丘,丘
2649,x,x
2650,u,u
2651,仓,仓
2652,r,r
2653,扎,扎
2654,用,用
2655,及,及
2656,仗,仗
2657,电,电
2658,外,外
2659,o,o
2660,j,j
2661,工,工
2662,为,为
2663,r,r
2664,归,归
2665,d,d
2666,月,月
2667,j,j
2668,世,世
2669,儿,儿
2670,7,7
2671,仁,仁
2672,且,且
2673,二,二
2674,甩,甩
2675,d,d
2676,d,d
2677,w,w
2678,u,u
2679,g,g
2680,半,半
2681,h,h
2682,u,u
2683,术,术
2684,a,a
2685,1,1
2686,以,以
2687,号,号
2688,又,又
2689,q,q
2690,云,云
2691,丰,丰
2692,大,大
2693,o,o
2694,户,户
2695,u,u
2696,2,2
2697,n,n
2698,9,9
2699,m,m
2700,1,1
2701,u,u
2702,f,f
2703,灭,灭
2704,9,9
2705,上,上
2706,工,工
2707,m,m
2708,s,s
2709,卜,卜
2710,见,见
2711,仓,仓
2712,幻,幻
2713,u,u
2714,3,3
2715,甩,甩
2716,a,a
2717,0,0
2718,k,k
2719,互,互
2720,d,d
2721,为,为
2722,友,友
2723,仔,仔
2724,z,z
2725,比,比
2726,p,p
2727,u,u
2728,k,k
2729,2,2
2730,公,公
2731,c,c
2732,布,布
2733,六,六
2734,c,c
2735,办,办
2736,叉,叉
2737,代,代
2738,方,方
2739,个,个
2740,g,g
2741,生,生
2742,k,k
2743,u,u
2744,开,开
2745,欠,欠
2746,左,左
2747,a,a
2748,n,n
2749,a,a
2750,欠,欠
2751,巧,巧
2752,币,币
2753,且,且
2754,心,心
2755,o,o
2756,q,q
2757,y,y
2758,s,s
2759,f,f
2760,旦,旦
2761,白,白
2762,s,s
2763,b,b
2764,j,j
2765,打,打
2766,业,业
2767,0,0
2768,m,m
2769,d,d
2770,亏,亏
2771,g,g
2772,化,化
2773,丙,丙
2774,夫,夫
2775,k,k
2776,v,v
2777,s,s
2778,t,t
2779,己,己
2780,丙,丙
2781,c,c
2782,了,了
2783,太,太
2784,r,r
2785,升,升
2786,田,田
2787,旦,旦
2788,n,n
2789,7,7
2790,丰,丰
2791,v,v
2792,帅,帅
2793,p,p
2794,r,r
2795,了,丁
2796,o,o
2797,o,o
2798,6,6
2799,中,中
2800,i,i
2801,北,北
2802,p,p
2803,0,0
2804,广,广
2805,f,f
2806,3,3
2807,k,k
2808,干,干
2809,e,e
2810,2,2
2811,寸,寸
2812,力,力
2813,i,i
2814,土,土
2815,q,q
2816,帅,帅
2817,9,9
2818,s,s
2819,人,人
2820,7,7
2821,丈,丈
2822,9,9
2823,x,x
2824,j,j
2825,h,h
2826,q,q
2827,叹,叹
2828,b,b
2829,叨,叨
2830,6,6
2831,d,d
2832,f,f
2833,扑,扑
2834,另,另
2835,4,4
2836,犬,犬
2837,叼,叼
2838,分,分
2839,勿,勿
2840,2,2
2841,i,i
2842,p,p
2843,b,b
2844,已,已
2845,v,v
2846,c,c
2847,s,s
2848,见,见
2849,也,也
2850,个,个
2851,下,下
2852,3,3
2853,匀,匀
2854,o,o
2855,z,z
2856,车,车
2857,风,风
2858,幻,幻
2859,n,n
2860,j,j
2861,q,q
2862,c,c
2863,m,m
2864,o,o
2865,m,m
2866,x,x
2867,且,且
2868,x,x
2869,k,k
2870,且,且
2871,仅,仅
2872,火,火
2873,仁,仁
2874,毛,毛
2875,引,引
2876,从,从
2877,j,j
2878,s,s
2879,且,且
2880,乐,乐
2881,只,只
2882,y,y
2883,4,4
2884,h,h
2885,世,世
2886,s,s
2887,爪,爪
2888,己,己
2889,化,化
2890,巾,巾
2891,下,下
2892,书,书
2893,巨,巨
2894,匀,匀
2895,水,水
2896,布,布
2897,h,h
2898,e,e
2899,h,h
2900,3,3
2901,o,o
2902,丸,丸
2903,q,q
2904,友,友
2905,6,6
2906,l,l
2907,小,小
2908,句,句
2909,八,八
2910,o,o
2911,玉,玉
2912,云,云
2913,3,3
2914,巾,巾
2915,o,o
2916,j,j
2917,用,用
2918,它,它
2919,v,v
2920,下,下
2921,平,平
2922,c,c
2923,由,由
2924,6,6
2925,j,j
2926,厂,厂
2927,训,训
2928,w,w
2929,l,l
2930,术,术
2931,扎,扎
2932,丸,丸
2933,孔,孔
2934,m,m
2935,s,s
2936,川,川
2937,s,s
2938,办,办
2939,鸟,鸟
2940,2,2
2941,汉,汉
2942,布,布
2943,中,中
2944,8,8
2945,巧,巧
2946,丈,丈
2947,丁,丁
2948,s,s
2949,0,0
2950,z,z
2951,m,m
2952,不,不
2953,5,5
2954,饥,饥
2955,c,c
2956,c,c
2957,布,布
2958,丛,丛
2959,l,l
2960,飞,飞
2961,z,z
2962,g,g
2963,巧,户
2964,由,由
2965,且,且
2966,q,q
2967,他,他
2968,支,支
2969,k,k
2970,9,9
2971,训,训
2972,爪,爪
2973,刊,刊
2974,仆,仆
2975,g,g
2976,切,切
2977,云,云
2978,木,木
2979,6,6
2980,左,左
2981,i,i
2982,片,片
2983,s,s
2984,叮,叮
2985,句,句
2986,2,2
2987,仔,仔
2988,g,g
2989,比,比
2990,s,s
2991,轧,轧
2992,i,i
2993,6,6
2994,x,x
2995,l,l
2996,2,2
2997,八,八
2998,尤,尤
2999,t,t
3000,方,方
3001,j,j
3002,丈,丈
3003,外,外
3004,p,p
3005,u,u
3006,叨,叨
3007,u,u
3008,艺,艺
3009,4,4
3010,0,0
3011,a,a
3012,日,日
3013,8,8
3014,l,l
3015,末,末
3016,v,v
3017,屯,屯
3018,山,山
3019,g,g
3020,书,书
3021,匹,匹
3022,东,东
3023,0,0
3024,见,见
3025,v,v
3026,n,n
3027,升,升
3028,末,末
3029,乏,乏
3030,6,6
3031,少,少
3032,牙,牙
3033,y,y
3034,h,h
3035,叉,叉
3036,a,a
3037,u,u
3038,g,g
3039,扒,扒
3040,y,y
3041,计,计
3042,日,日
3043,已,已
3044,又,义
3045,另,另
3046,8,8
3047,内,内
3048,氏,氏
3049,与,与
3050,瓜,瓜
3051,云,云
3052,公,公
3053,r,r
3054,闪,闪
3055,r,r
3056,厂,厂
3057,石,石
3058,牛,牛
3059,9,9
3060,风,风
3061,及,及
3062,古,古
3063,气,气
3064,艺,艺
3065,丸,丸
3066,公,公
3067,正,正
3068,厂,厂
3069,3,3
3070,以,以
3071,x,x
3072,x,x
3073,什,什
3074,八,八
3075,巧,巧
3076,y,y
3077,s,s
3078,兄,兄
3079,0,0
3080,风,风
3081,e,e
3082,山,山
3083,们,们
3084,甘,甘
3085,六,六
3086,f,f
3087,b,b
3088,儿,儿
3089,甩,甩
3090,v,v
3091,仆,仆
3092,p,p
3093,仗,仗
3094,仍,仍
3095,n,n
3096,6,6
3097,叮,叮
3098,务,务
3099,汉,汉
3100,h,h
3101,夕,夕
3102,占,占
3103,己,己
3104,一,一
3105,古,古
3106,三,三
3107,们,们
3108,牙,牙
3109,j,j
3110,卡,卡
3111,四,四
3112,6,6
3113,丛,丛
3114,儿,儿
3115,o,o
3116,人,人
3117,f,f
3118,9,9
3119,礼,扎
3120,兰,兰
3121,乌,乌
3122,末,末
3123,之,之
3124,z,z
3125,仔,仔
3126,i,i
3127,w,w
3128,代,代
3129,未,未
3130,t,t
3131,d,d
3132,q,q
3133,央,央
3134,汁,汁
3135,q,q
3136,目,目
3137,h,h
3138,v,v
3139,8,8
3140,8,8
3141,c,c
3142,q,q
3143,4,4
3144,4,4
3145,匆,匆
3146,u,u
3147,市,市
3148,汉,汉
3149,3,3
3150,入,入
3151,c,c
3152,k,k
3153,北,北
3154,8,8
3155,付,付
3156,h,h
3157,f,f
3158,书,书
3159,t,t
3160,禾,禾
3161,k,k
3162,甘,甘
3163,z,z
3164,欠,欠
3165,f,f
3166,无,无
3167,3,3
3168,册,册
3169,土,土
3170,付,付
3171,册,册
3172,j,j
3173,另,另
3174,马,马
3175,3,3
3176,n,n
3177,u,u
3178,p,p
3179,尸,尸
3180,p,p
3181,o,o
3182,广,广
3183,k,k
3184,叼,叼
3185,z,z
3186,节,节
3187,n,n
3188,u,u
3189,月,月
3190,乌,乌
3191,尤,尤
3192,六,六
3193,叨,叨
3194,乃,乃
3195,丙,丙
3196,f,f
3197,e,e
3198,古,古
3199,井,井
3200,儿,儿
3201,头,头
3202,龙,龙
3203,日,日
3204,左,左
3205,书,书
3206,h,h
3207,0,0
3208,9,9
3209,仆,仆
3210,汉,汉
3211,井,井
3212,c,c
3213,水,水
3214,么,么
3215,大,夫
3216,f,f
3217,z,z
3218,o,o
3219,8,8
3220,q,q
3221,示,示
3222,东,东
3223,书,书
3224,z,z
3225,寸,寸
3226,干,干
3227,火,火
3228,才,才
3229,g,g
3230,x,x
3231,不,不
3232,大,大
3233,左,左
3234,e,e
3235,o,o
3236,d,d
3237,飞,飞
3238,义,义
3239,凶,凶
3240,o,o
3241,1,1
3242,q,q
3243,以,以
3244,丁,丁
3245,广,广
3246,于,于
3247,令,令
3248,半,半
3249,x,x
3250,o,o
3251,千,千
3252,仍,仍
3253,代,代
3254,4,4
3255,风,风
3256,f,f
3257,s,s
3258,叫,叫
3259,y,y
3260,s,s
3261,o,o
3262,9,9
3263,仍,仍
3264,2,1
3265,宁,宁
3266,4,4
3267,央,央
3268,7,7
3269,j,j
3270,巨,巨
3271,v,v
3272,4,4
3273,丸,丸
3274,布,布
3275,厂,厂
3276,牙,牙
3277,z,z
3278,电,电
3279,火,火
3280,s,s
3281,乏,乏
3282,牙,牙
3283,十,十
3284,匀,匀
3285,a,a
3286,勾,勾
3287,6,6
3288,日,日
3289,3,3
3290,未,未
3291,n,n
3292,j,j
3293,王,王
3294,丰,丰
3295,f,f
3296,人,人
3297,丑,丑
3298,礼,礼
3299,d,d
3300,乏,乏
3301,u,u
3302,9,9
3303,电,电
3304,子,子
3305,手,手
3306,它,它
3307,n,n
3308,t,t
3309,正,正
3310,k,k
3311,巨,巨
3312,子,子
3313,水,水
3314,卡,卡
3315,h,h
3316,尤,尤
3317,讨,讨
3318,凶,凶
3319,认,认
3320,x,x
3321,可,可
3322,c,c
3323,己,己
3324,卜,卜
3325,k,k
3326,7,7
3327,十,十
3328,可,可
3329,仙,仙
3330,m,m
3331,x,x
3332,7,7
3333,h,h
3334,月,月
3335,手,手
3336,凤,风
3337,t,t
3338,v,v
3339,功,功
3340,丸,丸
3341,处,处
3342,s,s
3343,从,从
3344,户,户
3345,b,b
3346,九,九
3347,介,介
3348,a,a
3349,亿,亿
3350,巨,巨
3351,m,m
3352,m,m
3353,仪,仪
3354,去,去
3355,x,x
3356,见,见
3357,p,p
3358,与,与
3359,丸,丸
3360,k,k
3361,2,2
3362,广,广
3363,x,x
3364,升,升
3365,2,2
3366,3,3
3367,勿,勿
3368,3,3
3369,7,7
3370,s,s
3371,子,子
3372,仁,仁
3373,3,3
3374,叶,叶
3375,才,才
3376,y,y
3377,乙,乙
3378,3,3
3379,干,干
3380,z,z
3381,g,g
3382,历,历
3383,凡,凡
3384,k,k
3385,叨,叨
3386,o,o
3387,鸟,鸟
3388,d,d
3389,归,归
3390,本,本
3391,巨,巨
3392,q,q
3393,z,z
3394,l,l
3395,开,开
3396,旧,旧
3397,h,h
3398,尺,尺
3399,i,i
3400,z,z
3401,5,5
3402,云,云
3403,x,x
3404,q,q
3405,6,6
3406,尤,尤
3407,文,文
3408,5,5
3409,几,几
3410,r,r
3411,u,u
3412,力,力
3413,r,r
3414,丘,丘
3415,叨,叨
3416,i,i
3417,巴,巴
3418,7,7
3419,叮,叮
3420,2,2
3421,h,h
3422,本,本
3423,1,1
3424,8,8
3425,兄,兄
3426,2,2
3427,小,小
3428,k,k
3429,少,少
3430,7,7
3431,h,h
3432,f,f
3433,d,d
3434,东,东
3435,2,2
3436,c,c
3437,y,y
3438,f,f
3439,d,d
3440,什,什
3441,4,4
3442,m,m
3443,9,9
3444,3,3
3445,k,k
3446,5,5
3447,工,工
3448,h,h
3449,丑,丑
3450,j,j
3451,令,令
3452,口,口
3453,心,心
3454,丈,丈
3455,仪,仪
3456,p,p
3457,互,互
3458,w,w
3459,0,0
3460,1,1
3461,屯,屯
3462,l,l
3463,3,3
3464,6,6
3465,犬,犬
3466,历,历
3467,p,p
3468,q,q
3469,六,六
3470,丑,丑
3471,o,o
3472,2,2
3473,p,p
3474,丸,丸
3475,y,y
3476,巴,巴
3477,f,f
3478,尸,尸
3479,d,d
3480,田,田
3481,厅,厅
3482,h,h
3483,j,j
3484,左,左
3485,乎,乎
3486,1,1
3487,6,6
3488,今,今
3489,中,中
3490,u,u
3491,仁,仁
3492,f,f
3493,u,u
3494,厉,厉
3495,马,马
3496,y,y
3497,i,i
3498,6,6
3499,6,6
3500,正,正
3501,区,区
3502,a,a
3503,u,u
3504,力,力
3505,v,v
3506,m,m
3507,车,车
3508,丸,丸
3509,办,办
3510,f,f
3511,w,w
3512,8,8
3513,历,历
3514,m,m
3515,k,k
3516,h,h
3517,f,f
3518,长,长
3519,节,节
3520,之,之
3521,儿,儿
3522,g,g
3523,q,q
3524,m,m
3525,于,于
3526,j,j
3527,q,q
3528,j,j
3529,山,山
3530,i,i
3531,世,世
3532,s,s
3533,友,友
3534,i,i
3535,8,8
3536,只,只
3537,号,号
3538,才,才
3539,央,央
3540,a,a
3541,t,t
3542,t,t
3543,四,四
3544,马,马
3545,么,么
3546,乌,乌
3547,丙,丙
3548,b,b
3549,万,万
3550,且,且
3551,夫,夫
3552,毛,毛
3553,勺,勺
3554,仪,仪
3555,计,计
3556,9,9
3557,布,布
3558,7,7
3559,4,4
3560,f,f
3561,广,广
3562,m,m
3563,开,开
3564,月,月
3565,z,z
3566,k,k
3567,6,6
3568,u,u
3569,卡,卡
3570,叶,叶
3571,n,n
3572,o,o
3573,d,d
3574,下,下
3575,双,双
3576,头,头
3577,币,币
3578,y,y
3579,入,入
3580,z,z
3581,3,3
3582,马,马
3583,灭,灭
3584,4,4
3585,及,及
3586,扑,扑
3587,丸,丸
3588,5,5
3589,q,q
3590,申,申
3591,h,h
3592,e,e
3593,术,术
3594,开,开
3595,k,k
3596,欠,欠
3597,元,元
3598,刊,刊
3599,y,y
3600,土,土
3601,禾,禾
3602,己,己
3603,t,t
3604,甩,甩
3605,4,4
3606,w,w
3607,叨,叨
3608,弓,弓
3609,尤,尤
3610,8,8
3611,b,b
3612,r,r
3613,p,p
3614,办,办
3615,u,u
3616,包,包
3617,8,8
3618,t,t
3619,丛,丛
3620,八,八
3621,仓,仓
3622,x,x
3623,q,q
3624,i,i
3625,4,4
3626,东,东
3627,叶,叶
3628,j,j
3629,之,之
3630,3,3
3631,川,川
3632,史,史
3633,a,a
3634,手,手
3635,j,j
3636,v,v
3637,女,女
3638,及,及
3639,冈,冈
3640,9,9
3641,瓜,瓜
3642,刃,刃
3643,山,山
3644,轧,轧
3645,3,3
3646,闪,闪
3647,j,j
3648,乐,乐
3649,允,允
3650,k,k
3651,e,e
3652,山,山
3653,w,w
3654,m,m
3655,片,片
3656,失,失
3657,i,i
3658,w,w
3659,2,5
3660,允,允
3661,w,w
3662,小,小
3663,e,e
3664,宁,宁
3665,c,c
3666,9,9
3667,外,外
3668,么,么
3669,代,代
3670,5,5
3671,失,失
3672,d,d
3673,刀,刀
3674,了,了
3675,8,8
3676,八,八
3677,了,了
3678,目,目
3679,5,5
3680,z,z
3681,3,3
3682,夫,夫
3683,凤,凤
3684,么,么
3685,t,t
3686,叫,叫
3687,k,k
3688,a,a
3689,天,天
3690,毛,毛
3691,g,g
3692,人,人
3693,e,e
3694,元,元
3695,g,g
3696,n,n
3697,幻,幻
3698,一,一
3699,y,y
3700,日,日
3701,乌,乌
3702,牛,牛
3703,e,e
3704,去,去
3705,友,友
3706,c,c
3707,4,4
3708,8,8
3709,9,9
3710,5,5
3711,o,o
3712,犯,犯
3713,4,4
3714,b,b
3715,3,3
3716,b,b
3717,8,8
3718,计,计
3719,y,y
3720,d,d
3721,y,y
3722,认,认
3723,头,头
3724,y,y
3725,币,币
3726,9,9
3727,j,j
3728,乡,乡
3729,五,五
3730,汇,汇
3731,劝,劝
3732,仅,仅
3733,扑,扑
3734,7,7
3735,犬,犬
3736,丈,丈
3737,w,w
3738,天,天
3739,甩,甩
3740,丹,丹
3741,z,z
3742,8,8
3743,手,手
3744,宁,宁
3745,a,a
3746,扒,扒
3747,p,p
3748,6,6
3749,厅,厅
3750,正,正
3751,匆,匆
3752,r,r
3753,t,t
3754,叮,叮
3755,化,化
3756,g,g
3757,忆,忆
3758,q,q
3759,火,火
3760,y,y
3761,4,4
3762,0,0
3763,b,b
3764,1,1
3765,i,i
3766,b,b
3767,o,o
3768,a,a
3769,e,e
3770,仅,仅
3771,艺,艺
3772,5,5
3773,d,d
3774,训,训
3775,y,y
3776,头,头
3777,儿,儿
3778,c,c
3779,2,2
3780,斗,斗
3781,u,u
3782,z,z
3783,9,9
3784,卜,卜
3785,升,升
3786,w,w
3787,尤,尤
3788,i,i
3789,公,公
3790,a,a
3791,己,己
3792,k,k
3793,礼,礼
3794,9,9
3795,y,y
3796,允,允
3797,斗,斗
3798,日,日
3799,e,e
3800,x,x
3801,处,处
3802,z,z
3803,介,介
3804,p,p
3805,元,元
3806,以,以
3807,1,1
3808,卡,卡
3809,x,x
3810,1,1
3811,且,且
3812,k,k
3813,7,7
3814,0,0
3815,亏,亏
3816,冈,冈
3817,开,开
3818,气,气
3819,k,k
3820,b,b
3821,7,7
3822,o,o
3823,灭,灭
3824,少,少
3825,7,7
3826,d,d
3827,分,分
3828,s,s
3829,刊,刊
3830,另,另
3831,b,b
3832,u,u
3833,c,c
3834,7,7
3835,夫,夫
3836,l,l
3837,旧,旧
3838,l,l
3839,乙,乙
3840,且,且
3841,几,几
3842,贝,贝
3843,3,3
3844,1,1
3845,o,o
3846,7,7
3847,二,二
3848,心,心
3849,n,n
3850,扑,扑
3851,乎,乎
3852,a,a
3853,6,6
3854,a,a
3855,匀,匀
3856,b,b
3857,3,3
3858,o,o
3859,i,i
3860,刃,刃
3861,汁,汁
3862,也,也
3863,4,4
3864,川,川
3865,二,二
3866,外,外
3867,0,0
3868,仙,仙
3869,了,了
3870,g,g
3871,以,以
3872,3,3
3873,不,不
3874,u,u
3875,j,j
3876,z,z
3877,长,长
3878,匆,匆
3879,7,7
3880,e,e
3881,g,g
3882,1,1
3883,1,1
3884,2,2
3885,i,i
3886,b,b
3887,右,右
3888,k,k
3889,贝,贝
3890,k,k
3891,x,x
